Time,Current,Voltage,Temperature
766,-20.0289,3.78371,26.25451
767,-20.0001,3.78351,26.40727
768,-19.9661,3.784311,26.45311
769,-20.0442,3.784512,26.2507
770,-20.034,3.784762,26.19722
771,-20.0086,3.785414,26.43402
772,-20.034,3.785815,26.26598
773,-19.9984,3.785765,26.23541
774,-20.0102,3.785865,26.35763
775,-20.0204,3.786116,26.41492
776,-20.0255,3.786517,26.33853
777,-19.9576,3.786867,26.37291
778,-20.0238,3.786767,26.36526
779,-20.0408,3.787218,26.39201
780,-20.0069,3.78797,26.33472
781,-20.0204,3.78797,26.44546
782,-20.0136,3.78817,26.51422
783,-19.9661,3.788621,26.22778
784,-20.0136,3.788471,26.46456
785,-20.0187,3.788922,26.29652
786,-20.0493,3.789173,26.30799
787,-19.9458,3.789273,26.25833
788,-20.0001,3.789624,26.32325
789,-20.0357,3.789875,26.41873
790,-19.9882,3.790125,26.30415
791,-20.0018,3.790426,26.32325
792,-19.9933,3.790576,26.37291
793,-20.0459,3.791178,26.35381
794,-19.9865,3.791378,26.27742
795,-19.978,3.791278,26.36526
796,-20.0815,3.79208,26.34234
797,-20.0035,3.79218,26.3309
798,-20.0425,3.79223,26.32706
799,-20.0459,3.792581,26.35763
800,-20.0018,3.792581,26.18959
801,-20.0018,3.793232,26.33853
802,-20.0136,3.793433,26.42255
803,-20.0052,3.793684,26.31562
804,-19.9882,3.793984,26.27742
805,-20.0238,3.794385,26.30415
806,-20.0086,3.794435,26.44165
807,-19.9814,3.794987,26.30799
808,-19.9865,3.795438,26.40727
809,-19.9967,3.795438,26.42636
810,-20.017,3.795738,26.39964
811,-19.9441,3.796089,26.28124
812,-20.0238,3.795438,26.40727
813,-20.0187,3.796841,26.41873
814,-20.0069,3.79659,26.28505
815,-20.0612,3.796841,26.32325
816,-20.034,3.797242,26.64406
817,-20.0119,3.797893,26.26598
818,-19.9814,3.797543,26.23541
819,-19.9882,3.798294,26.47219
820,-20.0985,3.798144,26.30034
821,-20.0323,3.798144,26.35763
822,-20.0391,3.798796,26.26214
823,-20.0306,3.799197,26.51038
824,-20.0612,3.799798,26.40345
825,-19.9865,3.799848,26.33472
826,-20.0476,3.799998,26.29271
827,-20.0102,3.799998,26.37672
828,-19.9661,3.8008,26.3118
829,-20.0425,3.800449,26.37291
830,-20.0052,3.801201,26.48747
831,-20.0272,3.801001,26.29271
832,-20.0069,3.801903,26.28889
833,-20.0187,3.802103,26.44927
834,-20.0442,3.801853,26.51038
835,-20.0255,3.802153,26.34616
836,-20.034,3.802604,26.43018
837,-20.0595,3.802855,26.42255
838,-19.9882,3.803306,26.30415
839,-20.0052,3.803507,26.50657
840,-20.017,3.803807,26.25833
841,-20.0476,3.804258,26.28124
842,-19.9763,3.804509,26.26214
843,-20.0001,3.804208,26.36144
844,-20.0561,3.80496,26.38054
845,-20.0018,3.805311,26.1934
846,-20.0052,3.805111,26.23541
847,-20.0136,3.806063,26.27361
848,-20.0289,3.806113,26.18194
849,-19.9865,3.806012,26.36526
850,-20.0018,3.806163,26.19722
851,-19.9916,3.806313,26.44546
852,-20.0086,3.806413,26.34234
853,-20.0035,3.807215,26.34616
854,-19.9882,3.807466,26.47219
855,-20.0119,3.807516,26.42636
856,-19.995,3.807867,26.30415
857,-20.0493,3.808168,26.4111
858,-20.0035,3.808418,26.33853
859,-20.0221,3.808769,26.26979
860,-20.0052,3.80912,26.46074
861,-20.0238,3.809421,26.45311
862,-19.9984,3.809421,26.35381
863,-20.0425,3.809872,26.30799
864,-20.0679,3.810172,26.39201
865,-20.0187,3.810222,26.45693
866,-20.0272,3.810473,26.25451
867,-20.0289,3.811325,26.34234
868,-20.0102,3.811225,26.49894
869,-19.9916,3.811375,26.25451
870,-19.9865,3.811526,26.36526
871,-20.0612,3.811826,26.44546
872,-20.0679,3.812077,26.45693
873,-19.9559,3.812478,26.35
874,-20.0578,3.813029,26.44927
875,-20.0561,3.813029,26.45311
876,-19.9882,3.81363,26.38054
877,-20.0578,3.81363,26.43783
878,-20.0221,3.813981,26.28505
879,-20.0255,3.814483,26.21632
880,-19.9984,3.814282,26.16286
881,-19.9831,3.814533,26.37672
882,-20.0255,3.814683,26.37291
883,-19.9882,3.815234,26.39964
884,-19.9576,3.815785,26.44165
885,-20.0391,3.815084,26.51038
886,-20.0153,3.815936,26.34234
887,-20.0272,3.816337,26.26214
888,-20.0272,3.816237,26.50275
889,-20.0136,3.816537,26.46456
890,-20.017,3.816888,26.30415
891,-20.0306,3.817239,26.44546
892,-19.9899,3.81779,26.52185
893,-19.9848,3.81789,26.48747
894,-19.978,3.817991,26.47603
895,-20.0374,3.818793,26.35381
896,-19.9899,3.818342,26.35763
897,-20.0052,3.818592,26.32706
898,-20.0086,3.819244,26.40345
899,-20.0527,3.819444,26.35381
900,-20.0035,3.819845,26.27361
901,-20.0069,3.819945,26.41873
902,-19.9797,3.820196,26.53329
903,-20.0102,3.820747,26.33853
904,-19.9627,3.821098,26.30034
905,-19.9475,3.820597,26.44927
906,-20.0323,3.821248,26.32706
907,-19.9797,3.821599,26.18194
908,-20.0136,3.82175,26.37672
909,-20.0153,3.82185,26.52948
910,-19.9899,3.822702,26.23541
911,-19.9661,3.822351,26.28124
912,-20.0289,3.823103,26.4111
913,-20.017,3.823153,26.3691
914,-20.0204,3.823303,26.32325
915,-20.0035,3.823604,26.28889
916,-20.0018,3.824055,26.33472
917,-20.0018,3.824456,26.41873
918,-19.978,3.824606,26.42255
919,-20.0289,3.824707,26.35
920,-20.0306,3.824957,26.39964
921,-19.9356,3.825358,26.3691
922,-20.0035,3.825308,26.42255
923,-20.0374,3.825709,26.50657
924,-19.978,3.825909,26.50275
925,-19.9797,3.82611,26.31943
926,-19.9967,3.826661,26.39582
927,-20.0153,3.826962,26.28889
928,-19.9814,3.827062,26.36526
929,-20.0187,3.827313,26.4111
930,-20.051,3.827663,26.30799
931,-19.9967,3.827714,26.30799
932,-19.9967,3.828165,26.43783
933,-19.9661,3.828265,26.44165
934,-20.0255,3.828716,26.46837
935,-19.9967,3.828766,26.45311
936,-20.0035,3.829418,26.42255
937,-20.0136,3.829217,26.52185
938,-19.9441,3.829668,26.47603
939,-19.9695,3.829919,26.35763
940,-20.0357,3.830169,26.45311
941,-20.0323,3.830571,26.35
942,-19.9695,3.831172,26.33472
943,-20.0204,3.831523,26.45311
944,-20.0696,3.831122,26.45693
945,-19.9627,3.831523,26.38435
946,-19.9729,3.831823,26.38817
947,-19.978,3.831873,26.47219
948,-19.9661,3.832325,26.42636
949,-19.9882,3.832776,26.28889
950,-20.0272,3.832876,26.3309
951,-20.0001,3.833227,26.52566
952,-19.9967,3.833026,26.32325
953,-20.0306,3.833527,26.43783
954,-20.0204,3.833878,26.40727
955,-19.9933,3.834329,26.16286
956,-20.0679,3.834379,26.4111
957,-20.0561,3.834981,26.37672
958,-20.051,3.83468,26.20869
959,-20.0035,3.835031,26.29652
960,-20.0153,3.835332,26.48747
961,-20.0459,3.835833,26.3691
962,-20.0374,3.836033,26.39964
963,-20.0069,3.836284,26.43783
964,-20.0612,3.836535,26.54095
965,-20.0102,3.836785,26.49894
966,-20.0544,3.836885,26.39582
967,-20.0459,3.837186,26.32706
968,-20.0815,3.837587,26.56386
969,-19.9967,3.837988,26.3309
970,-20.0018,3.838138,26.39964
971,-20.0781,3.838589,26.55623
972,-20.0001,3.838489,26.39201
973,-19.9967,3.83879,26.48747
974,-19.9899,3.839491,26.52566
975,-20.0272,3.839391,26.30799
976,-20.051,3.839742,26.32325
977,-19.9984,3.839993,26.46074
978,-20.0306,3.840293,26.43018
979,-20.0306,3.840193,26.52185
980,-20.0221,3.841095,26.47219
981,-20.0612,3.841045,26.48747
982,-20.0645,3.841697,26.44165
983,-20.0001,3.841646,26.32706
984,-20.0255,3.841596,26.41492
985,-20.0561,3.841797,26.39582
986,-20.0001,3.842499,26.38435
987,-20.0578,3.842449,26.49512
988,-19.9746,3.843,26.42255
989,-20.0221,3.843,26.37672
990,-20.0425,3.84325,26.35763
991,-19.9984,3.844153,26.39964
992,-20.0289,3.844102,26.44546
993,-20.0204,3.844052,26.32325
994,-20.0052,3.844303,26.40727
995,-20.0408,3.844704,26.45693
996,-20.0035,3.845305,26.34234
997,-20.0153,3.845455,26.34616
998,-19.9475,3.845054,26.39964
999,-20.0476,3.845656,26.5753
